entity,doc_freq,types,primary_type,idf,tfidf_proxy
Diesel-Intensive Construction Sector,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Emerging Middle-Income Economies,1,['Region'],Region,7.404279118037268,7.404279118037268
Population Increases In High-Consuming Regions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Electric Car Sales,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Electricvehiclesales2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Globaloildemanddisplacementbyendofdecade,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Globaloildemandsavedin2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gdpelasticity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Chinafueldemand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Chinafuelsubstitution,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Metro,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Rail,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Naturalgasroad,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Evdiesel,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Evgasoline,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Jetkerosene,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Government Policy Support,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Electriccarsales2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oil Demand Savings,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Regulatory Landscape,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Us Tax Credits,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Clean Technologies,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Eu Tariffs,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Us Tariffs,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Working-From-Home Employment,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Global Road Fuels Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Office Vacancy Rates,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Work From Home,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Office Vacancy Rates,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Employees,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Information Technology,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Finance,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Media,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Hospitality,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Younger Employees,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Better-Educated Employees,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Urban Employees,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Hybrid Work,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Large Companies,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Anglosphere,1,['Region'],Region,7.404279118037268,7.404279118037268
Videoconferencing,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Us Labour Market,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Tech Industry,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Cultural Individualism,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Individualism,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Wfh Rates,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Early 2025,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Full-Time Employees,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Stockholm,1,['Region'],Region,7.404279118037268,7.404279118037268
Amsterdam,1,['Region'],Region,7.404279118037268,7.404279118037268
Non-Commute Trips,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Commute Trips,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Motorised Transport Modes,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Walking,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Cycling,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Daily Us Travel Metric Data,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Trips Less Than One Mile,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Average Working Population Staying At Home,1,['Metric'],Metric,7.404279118037268,7.404279118037268
State-Level Workforce And Vmt Data,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Northeast United States,1,['Region'],Region,7.404279118037268,7.404279118037268
West Coast United States,1,['Region'],Region,7.404279118037268,7.404279118037268
Gasoline Consumption,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Macroeconomic Variables,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Miles Driven Per Dollar Of Output,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cumulative Us Gdp Growth 2019-2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Mobility Growth Post-Covid,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Efficiencies,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Fuel Economy Of New Us Vehicles 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
"Consumer Preferences Towards Larger, Heavier And More Powerful Vehicles",1,['Metric'],Metric,7.404279118037268,7.404279118037268
Public Transport Use In Major European Cities 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Subway Ridership In New York 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Bay Area Rapid Transit System Ridership 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Automobile Commuting,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Urban Transit,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Railway Passenger Volumes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Holiday Travel During Main Festivals,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Holiday Travel During China’S Main Festivals,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Highway Passenger Numbers In China,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Metro Ridership 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Major Cities,1,['Region'],Region,7.404279118037268,7.404279118037268
2014-19,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
2019-24,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Hybrid Electric Vehicles,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Non-Plug-In Hybrids,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Internal Combustion Engine,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Fuel Efficiency Gains,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Distances Driven,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Working-Age Population Decline,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Kilometres Driven,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fleet Efficiency Improvements,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Urbanised Population,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Car Sales By Powertrain,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Battery Electric And Others,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Plug-In Hybrid,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Non-Plug-In Hybrid,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Oil-Based Feedstocks,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Plastics And Fibres,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Emerging Market Countries,1,['Region'],Region,7.404279118037268,7.404279118037268
Average Incomes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Consumer Spending,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Online Delivery Services,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Clean Energy Technologies,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Solar Photovoltaic Panels,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Transportation Sectors,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Vehicle Efficiency Gains,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Electrification Of Transport,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Recycled Material,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Virginpolymers,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Packaging,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Manufacturedgoods,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Plasticwastecollection,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Olefinproduction,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Naphthacrackers,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Propanedehydrogenationplants,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Steamcrackers,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Nglfeedstocks,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Pdh Plants,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
National Petrochemical Output,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Ethane Cracking,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Naphtha Crackers,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Chinese Propylene Output,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ethane Crackers,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Us Output Of Ngls,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Petrochemical Intake Of Lpg And Ethane,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Chinese Petrochemical Intake Of Lpg And Ethane,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ethane Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Polymer And Intermediate Export Shipments,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Oecd Asian Markets,1,['Region'],Region,7.404279118037268,7.404279118037268
Us Exports Of Ethane And Lpg,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Polymer Imports,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Ngls Shipped To China,1,['Metric'],Metric,7.404279118037268,7.404279118037268
South & Central America,1,['Region'],Region,7.404279118037268,7.404279118037268
Ngl Imports,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Butane,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Chinese Petrochemical System,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Us Petrochemical System,1,['Sector'],Sector,7.404279118037268,7.404279118037268
European Petrochemical Industry,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Plastics,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Polyvinyl Chloride (Pvc),1,['Sector'],Sector,7.404279118037268,7.404279118037268
Styrene,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Cracker Feedstock Mix,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Operating Rates,1,['Metric'],Metric,7.404279118037268,7.404279118037268
European Naphtha Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Shaheen Petrochemical Complex,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Shaheen Project,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
S-Oil,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Polyethylene,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Polypropylene,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Crude Oil To Chemicals Refinery,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Steam Cracker,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Ethylene Derivative Exports,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Icis Data,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Domestic Consumption,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Oil Gdp Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Construction Investment Programmes,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Infrastructure Investment Programmes,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Clean Energy Investment Programmes,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Saudi Feedstock Use,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Natural Gas Provision For Power Generation,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Saudi Aramco Ngls Data,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Ethane Volumes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Saudi Ethane Plants,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Cracker Margins,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Commercial Aviation Industry,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Pandemic Crisis,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
International Travel,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Domestic Travel,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Jet/Kerosene Consumption,1,['Metric'],Metric,7.404279118037268,7.404279118037268
International Revenue Passenger Kilometres (Rpks),1,['Metric'],Metric,7.404279118037268,7.404279118037268
Flightradar,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Bloomberg,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
International Air Transport Association (Iata),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Passenger Load Factors,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Airplane Utilisation,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Seat Density,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Savings,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Improved Aerodynamics,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Aerodynamics,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Fuel Economies,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Pandemic Period,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Airlines,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Airbus320Neo,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Boeing 737 Max,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Fuel Efficiency Improvement,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Commercial Flights,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Economy,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Marine Fuels,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Maritime Bunkers,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Domestic Navigation,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Marine Decarbonisation Standards,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Red Sea,1,['Region'],Region,7.404279118037268,7.404279118037268
Suez Canal,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Panama Canal,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
International Bunkering,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Insurance Rates,1,['Metric'],Metric,7.404279118037268,7.404279118037268
European Bunker Sales,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Tariff Turmoil 2025,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Maritime Trade,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Globalisation,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gdp-Shift From Goods To Services,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Marine Bunkering,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Un Imo,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Imo 2020 Regulations,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Sulphur Content Of Fuel Oil,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Very Low Sulphur Fuel Oil,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Marine Gasoil,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
